,,Democratic,Republican,Unaffiliated,Libertarian,Green,Unity Party of Colorado,American Constitution,Approval Voting,American Solidarity,Socialist Labor,No Party Affiliation,Independent,Unaffiliated/Republican,Democratic,Total Votes Cast,Total Ballots Cast
Precinct,5091821106,834,758,23,9,4,5,7,0,0,0,0,0,0,0,1640,1640
Precinct,5091821109,106,84,0,0,1,2,0,1,0,0,0,0,0,0,194,194
Precinct,5091821117,596,629,15,9,6,2,3,2,0,0,0,0,0,0,1262,1262
Precinct,5091821748,176,212,6,5,2,0,1,0,0,0,0,0,0,0,402,402
Precinct,5092021200,226,273,5,3,1,1,0,0,0,0,0,0,0,0,509,509
Precinct,5092021209,475,851,13,17,3,0,1,0,3,0,0,0,0,0,1363,1363
Precinct,5092021210,560,979,11,10,7,3,0,0,4,0,0,0,0,0,1574,1574
Precinct,5092021211,491,757,12,10,3,1,4,0,0,0,0,0,0,0,1278,1278
Precinct,5092021212,458,1008,14,15,5,1,6,2,2,0,0,0,0,0,1511,1511
Precinct,5092021301,361,514,9,11,4,0,2,2,0,0,0,0,0,0,903,903
Precinct,5092021302,745,979,27,11,11,1,4,0,0,0,0,0,0,0,1778,1778
Precinct,5092021303,919,1435,30,18,5,1,3,0,3,0,0,0,0,0,2414,2414
Precinct,5092021304,481,829,16,12,2,0,3,1,0,0,0,0,0,0,1344,1344
Precinct,5092021310,562,1030,10,13,4,4,0,2,0,0,0,0,0,0,1625,1625
Precinct,5092021311,613,1099,23,18,5,1,5,1,0,0,0,0,0,0,1765,1765
Precinct,5092021312,641,1021,14,21,7,1,3,2,0,0,0,0,0,0,1710,1710
Precinct,5092021313,502,917,18,13,11,2,2,1,2,0,0,0,0,0,1468,1468
Precinct,5092021314,456,909,14,11,3,0,1,0,0,0,0,0,0,0,1394,1394
Precinct,5092021315,485,787,18,19,4,1,1,1,0,0,0,0,0,0,1316,1316
Precinct,5092021316,390,890,7,5,2,1,0,0,1,0,0,0,0,0,1296,1296
Precinct,5092021317,666,1073,14,11,4,1,6,1,2,0,0,0,0,0,1778,1778
Precinct,5092021318,755,1420,25,15,5,1,4,2,0,0,0,0,0,0,2227,2227
Precinct,5092021319,631,971,9,7,0,0,1,2,0,0,0,0,0,0,1621,1621
Precinct,5092021323,191,459,5,10,2,0,0,2,0,0,0,0,0,0,669,669
Precinct,5092221235,627,855,19,10,10,1,3,0,0,0,0,0,0,0,1525,1525
Precinct,5092221236,445,504,7,9,6,3,0,2,0,1,0,0,0,0,977,977
Precinct,5092221237,459,585,9,11,6,1,5,4,0,0,0,0,0,0,1080,1080
Precinct,5092221238,453,593,8,12,3,0,3,4,0,0,0,0,0,0,1076,1076
Precinct,5092221241,647,935,17,8,9,0,2,0,1,0,0,0,0,0,1619,1619
Precinct,5092221246,481,549,9,8,13,3,1,0,0,1,0,0,0,0,1065,1065
Precinct,5092221247,411,541,7,13,6,0,1,3,1,0,0,0,0,0,983,983
Precinct,5101421088,224,185,10,1,5,2,0,0,0,1,0,0,0,0,428,428
Precinct,5101421097,47,31,1,0,1,0,0,0,0,0,0,0,0,0,80,80
Precinct,5101421242,251,312,11,4,0,3,0,0,0,1,0,0,0,0,582,582
Precinct,5101521401,803,1058,27,13,6,5,6,1,0,0,0,0,0,0,1919,1919
Precinct,5101521402,783,926,22,13,16,2,1,3,0,0,0,0,0,0,1766,1766
Precinct,5101521403,563,893,12,13,4,2,1,0,0,0,0,0,0,0,1488,1488
Precinct,5101521404,606,745,11,16,5,1,0,3,0,0,0,0,0,0,1387,1387
Precinct,5101521405,475,722,23,10,1,0,0,0,0,0,0,0,0,0,1231,1231
Precinct,5101521406,584,837,11,8,2,2,0,2,1,0,0,0,0,0,1447,1447
Precinct,5101521407,549,883,18,19,8,2,4,0,3,0,0,0,0,0,1486,1486
Precinct,5101521408,777,981,13,11,7,3,1,2,0,0,0,0,0,0,1795,1795
Precinct,5101521409,612,840,12,9,4,2,7,0,2,0,0,0,0,0,1488,1488
Precinct,5101521410,593,843,17,13,6,4,3,0,0,0,0,0,0,0,1479,1479
Precinct,5101521411,842,982,23,6,11,2,4,1,0,0,0,0,0,0,1871,1871
Precinct,5101521412,449,670,10,3,3,2,1,0,0,1,0,0,0,0,1139,1139
Precinct,5101521413,876,867,22,16,11,1,3,2,0,0,0,0,0,0,1798,1798
Precinct,5101521416,726,844,8,9,8,1,1,0,0,0,0,0,0,0,1597,1597
Precinct,5101521417,598,693,18,6,6,1,2,1,0,0,0,0,0,0,1325,1325
Precinct,5101521419,548,567,18,8,1,3,2,1,0,1,0,0,0,0,1149,1149
Precinct,5101521420,614,887,14,14,4,4,1,0,0,0,0,0,0,0,1538,1538
Precinct,5101521423,582,796,9,13,3,0,1,1,0,0,0,0,0,0,1405,1405
Precinct,5101521424,1121,1461,34,22,6,2,3,1,0,0,0,0,0,0,2650,2650
Precinct,5101521426,376,723,7,7,2,0,1,1,0,0,0,0,0,0,1117,1117
Precinct,5101521427,515,760,13,14,7,2,3,1,2,0,0,0,0,0,1317,1317
Precinct,5101621091,312,410,21,6,3,2,2,0,0,0,0,0,0,0,756,756
Precinct,5101621094,26,32,4,0,1,0,0,0,0,0,0,0,0,0,63,63
Precinct,5101621099,340,314,3,8,3,3,1,1,0,0,0,0,0,0,673,673
Precinct,5101621120,428,520,12,16,6,0,3,0,0,0,0,0,0,0,985,985
Precinct,5101621121,684,841,21,9,4,6,2,1,1,0,0,0,0,0,1569,1569
Precinct,5101621122,505,605,3,5,4,4,7,1,0,0,0,0,0,0,1134,1134
Precinct,5101621123,454,423,7,10,8,0,1,0,0,0,0,0,0,0,903,903
Precinct,5101621124,327,317,4,8,1,2,2,0,0,0,0,0,0,0,661,661
Precinct,5101621125,741,815,21,15,5,1,10,1,1,1,0,0,0,0,1611,1611
Precinct,5101621126,439,437,11,8,5,3,0,0,0,0,0,0,0,0,903,903
Precinct,5101621127,476,516,9,11,10,2,0,1,0,0,0,0,0,0,1025,1025
Precinct,5101621128,681,752,15,12,7,3,2,0,1,0,0,0,0,0,1473,1473
Precinct,5101621129,856,631,19,10,7,0,2,2,0,0,0,0,0,0,1527,1527
Precinct,5101621130,570,504,18,12,11,3,5,0,1,0,0,0,0,0,1124,1124
Precinct,5101621131,695,686,16,4,10,5,2,1,0,3,0,0,0,0,1422,1422
Precinct,5101621132,669,647,14,7,5,2,2,2,2,0,0,0,0,0,1350,1350
Precinct,5101621136,513,564,15,16,2,2,2,0,2,0,0,0,0,0,1116,1116
Precinct,5101621138,351,382,7,5,3,2,3,2,0,0,0,0,0,0,755,755
Precinct,5102221134,527,566,19,10,3,0,0,0,0,0,0,0,0,0,1125,1125
Precinct,5102221135,294,289,5,8,4,3,0,0,0,0,0,0,0,0,603,603
Precinct,5102221140,574,712,16,12,5,1,3,0,1,0,0,0,0,0,1324,1324
Precinct,5102221141,590,667,10,10,4,1,2,0,1,0,0,0,0,0,1285,1285
Precinct,5102221142,726,943,18,20,3,1,3,1,2,0,0,0,0,0,1717,1717
Precinct,5102221143,395,594,14,8,3,1,2,0,1,0,0,0,0,0,1018,1018
Precinct,5102221144,530,669,15,7,3,2,3,1,2,0,0,0,0,0,1232,1232
Precinct,5102221145,650,911,18,12,13,0,1,2,0,0,0,0,0,0,1607,1607
Precinct,5102221146,370,497,17,9,3,2,0,0,0,0,0,0,0,0,898,898
Precinct,5102221147,621,638,16,8,9,1,3,0,0,1,0,0,0,0,1297,1297
Precinct,5102221148,742,836,25,15,12,1,2,1,0,0,0,0,0,0,1634,1634
Precinct,5102221149,631,831,12,5,6,1,2,2,0,0,0,0,0,0,1490,1490
Precinct,5102221150,436,837,18,12,5,2,5,1,4,0,0,0,0,0,1320,1320
Precinct,5102221151,796,946,10,13,10,2,3,1,3,0,0,0,0,0,1784,1784
Precinct,5102221152,287,398,16,2,2,0,2,2,0,0,0,0,0,0,709,709
Precinct,5102221153,626,865,16,14,7,2,5,1,0,0,0,0,0,0,1536,1536
Precinct,5102221154,753,747,11,12,11,2,4,2,1,0,0,0,0,0,1543,1543
Precinct,5102221155,486,558,15,3,4,2,2,1,0,0,0,0,0,0,1071,1071
Precinct,5102221156,372,550,5,5,6,1,1,1,0,0,0,0,0,0,941,941
Precinct,5102221157,538,696,22,11,5,6,3,1,0,0,0,0,0,0,1282,1282
Precinct,5102221158,609,790,17,10,8,0,4,3,0,0,0,0,0,0,1441,1441
Precinct,5102221159,106,181,3,1,0,1,0,0,0,1,0,0,0,0,293,293
Precinct,5102221160,660,667,16,10,9,3,2,2,0,2,0,0,0,0,1371,1371
Precinct,5102221161,648,910,15,15,3,5,6,2,2,0,0,0,0,0,1606,1606
Precinct,5102221163,527,613,11,6,9,3,2,0,1,0,0,0,0,0,1172,1172
Precinct,5102221164,636,690,18,17,8,0,2,0,2,0,0,0,0,0,1373,1373
Precinct,5102221165,680,928,15,10,9,0,1,2,0,0,0,0,0,0,1645,1645
Precinct,5102221166,642,617,26,13,5,0,4,0,0,0,0,0,0,0,1307,1307
Precinct,5102221167,590,726,12,15,11,1,2,2,0,0,0,0,0,0,1359,1359
Precinct,5102221243,752,771,30,22,9,4,2,1,0,0,0,0,0,0,1591,1591
Precinct,5102221251,149,185,5,3,2,0,0,0,0,0,0,0,0,0,344,344
Precinct,5102221252,538,633,18,17,3,1,4,0,0,1,0,0,0,0,1215,1215
Precinct,5111521090,25,25,0,0,0,0,0,0,0,0,0,0,0,0,50,50
Precinct,5111521139,470,567,21,7,4,1,2,2,0,0,0,0,0,0,1074,1074
Precinct,5111521195,498,586,12,7,5,3,2,1,0,0,0,0,0,0,1114,1114
Precinct,5111521414,493,595,9,14,8,0,3,1,1,0,0,0,0,0,1124,1124
Precinct,5111521415,530,624,10,12,12,2,2,2,0,0,0,0,0,0,1194,1194
Precinct,5111521418,413,615,16,7,9,1,2,0,0,0,0,0,0,0,1063,1063
Precinct,5111521421,455,537,6,6,4,1,0,2,1,0,0,0,0,0,1012,1012
Precinct,5111521422,397,510,26,10,5,0,2,2,2,0,0,0,0,0,954,954
Precinct,5111521650,679,921,17,12,6,1,3,0,0,0,0,0,0,0,1639,1639
Precinct,5111521651,826,1043,18,13,7,6,2,0,0,0,0,0,0,0,1915,1915
Precinct,5111521655,553,736,14,4,4,0,0,0,0,0,0,0,0,0,1311,1311
Precinct,5111621162,366,587,22,8,1,0,0,1,0,0,0,0,0,0,985,985
Precinct,5111621174,404,354,11,9,1,0,3,0,0,0,0,0,0,0,782,782
Precinct,5111621175,427,426,17,12,12,2,0,1,0,0,0,0,0,0,897,897
Precinct,5111621178,570,262,15,9,3,3,0,0,4,0,0,0,0,0,866,866
Precinct,5111621180,630,564,19,6,12,7,3,3,0,1,0,0,0,0,1245,1245
Precinct,5111621181,79,88,0,0,1,1,0,0,0,0,0,0,0,0,169,169
Precinct,5111621183,401,329,12,7,10,1,0,1,0,0,0,0,0,0,761,761
Precinct,5111621184,367,351,8,5,6,1,3,0,0,1,0,0,0,0,742,742
Precinct,5111621186,658,507,18,13,10,4,0,2,0,1,0,0,0,0,1213,1213
Precinct,5111621188,651,478,16,8,9,1,0,2,0,0,0,0,0,0,1165,1165
Precinct,5111621190,364,302,11,5,5,2,0,1,0,0,0,0,0,0,690,690
Precinct,5111621191,667,809,16,10,3,5,0,2,2,0,0,0,0,0,1514,1514
Precinct,5111621192,696,810,20,15,8,2,0,2,0,0,0,0,0,0,1553,1553
Precinct,5111621197,485,385,11,5,5,2,0,0,0,0,0,0,0,0,893,893
Precinct,5111621198,368,349,15,6,3,3,0,0,1,0,0,0,0,0,745,745
Precinct,5111621901,201,259,7,8,3,2,0,0,0,1,0,0,0,0,481,481
Precinct,5111721137,315,295,10,10,4,0,1,0,0,1,0,0,0,0,636,636
Precinct,5111721169,637,398,7,10,8,4,0,4,1,0,0,0,0,0,1069,1069
Precinct,5111721182,563,400,7,2,9,2,0,2,2,0,0,0,0,0,987,987
Precinct,5111721185,682,348,21,10,8,1,1,1,0,2,0,0,0,0,1074,1074
Precinct,5111721187,553,526,13,10,5,4,2,2,1,0,0,0,0,0,1116,1116
Precinct,5111721193,388,423,10,6,1,0,0,2,0,0,0,0,0,0,830,830
Precinct,5111721194,461,344,7,8,6,1,0,0,0,0,1,0,0,0,828,828
Precinct,5111721196,132,152,0,1,0,0,1,0,0,0,0,0,0,0,286,286
Precinct,5111721199,518,370,18,15,7,1,1,1,0,0,0,0,0,0,931,931
Precinct,5111721601,293,217,9,1,5,0,1,0,0,0,0,0,0,0,526,526
Precinct,5111721605,531,440,11,5,14,4,0,0,0,0,0,0,0,0,1005,1005
Precinct,5111721609,346,236,9,3,4,1,1,0,0,0,0,0,0,0,600,600
Precinct,5111721610,556,433,12,4,5,1,3,0,1,0,0,0,0,0,1015,1015
Precinct,5111721611,660,568,12,3,7,1,4,1,0,0,0,0,0,0,1256,1256
Precinct,5111721612,674,469,16,7,12,9,3,1,0,1,0,0,0,0,1192,1192
Precinct,5111721613,604,697,16,11,7,1,3,0,0,0,0,0,0,0,1339,1339
Precinct,5111721614,706,377,11,8,9,6,1,1,0,0,0,0,0,0,1119,1119
Precinct,5111721615,362,381,8,2,8,0,3,0,0,0,0,0,0,0,764,764
Precinct,5111721616,546,380,16,3,6,1,2,1,0,0,0,0,0,0,955,955
Precinct,5111721619,409,312,9,1,5,2,2,0,0,0,0,0,0,0,740,740
Precinct,5111721620,302,331,8,5,2,0,0,1,0,0,0,0,0,0,649,649
Precinct,5111721621,745,572,15,7,7,7,2,2,0,0,0,0,0,0,1357,1357
Precinct,5111721622,775,555,13,18,5,4,2,1,0,0,0,0,0,0,1373,1373
Precinct,5111721623,847,639,24,6,8,2,2,0,0,0,0,0,0,0,1528,1528
Precinct,5111721624,694,515,16,7,2,1,3,0,0,0,0,0,0,0,1238,1238
Precinct,5111721625,724,655,10,9,6,0,2,1,0,1,0,0,0,0,1408,1408
Precinct,5111721626,507,396,4,5,4,0,1,0,0,0,0,0,0,0,917,917
Precinct,5111721627,476,461,8,6,6,1,5,0,0,0,0,0,0,0,963,963
Precinct,5111721631,174,193,9,5,0,1,0,0,0,0,0,0,0,0,382,382
Precinct,5111821087,341,208,12,3,5,1,1,0,0,0,0,0,0,0,571,571
Precinct,5111821189,499,247,7,3,5,3,0,0,0,0,0,0,0,0,764,764
Precinct,5111821602,742,690,20,13,15,3,1,0,1,0,0,0,0,0,1485,1485
Precinct,5111821603,561,458,5,7,2,1,2,0,0,0,0,0,0,0,1036,1036
Precinct,5111821604,525,514,16,5,5,1,0,1,0,0,0,0,0,0,1067,1067
Precinct,5111821606,642,615,17,8,10,0,2,1,2,0,0,0,0,0,1297,1297
Precinct,5115621653,103,208,3,2,1,0,0,0,0,0,0,0,0,0,317,317
Precinct,5121521654,100,183,4,3,0,0,0,0,0,0,0,0,0,0,290,290
Precinct,5121621092,332,126,4,3,5,2,0,0,0,0,0,0,0,0,472,472
Precinct,5121621095,311,290,4,3,4,0,0,0,0,0,0,0,0,0,612,612
Precinct,5121621096,334,334,9,5,9,0,0,0,0,0,0,0,0,0,691,691
Precinct,5121621168,893,354,12,11,6,6,1,1,0,0,0,0,0,0,1284,1284
Precinct,5121621170,773,471,14,8,7,1,0,0,0,0,0,0,0,0,1274,1274
Precinct,5121621171,774,443,11,7,9,2,0,0,0,0,0,0,0,0,1246,1246
Precinct,5121621172,883,337,8,9,14,3,2,1,1,0,0,0,0,0,1258,1258
Precinct,5121621173,955,562,16,7,8,4,1,1,0,1,0,0,0,0,1555,1555
Precinct,5121621179,954,416,13,8,12,5,6,1,0,0,0,0,0,0,1415,1415
Precinct,5121821093,88,27,0,1,0,0,0,0,0,0,0,0,0,0,116,116
Precinct,5121821107,789,572,19,12,4,4,1,0,1,0,0,0,0,0,1402,1402
Precinct,5121821108,629,488,13,6,7,2,2,0,0,0,0,0,0,0,1147,1147
Precinct,5121821110,770,418,8,10,13,4,2,1,0,1,0,0,0,0,1227,1227
Precinct,5121821111,635,343,13,13,11,3,2,1,0,0,0,0,0,0,1021,1021
Precinct,5121821112,833,494,14,8,16,5,1,0,4,1,0,0,0,0,1376,1376
Precinct,5121821113,733,428,7,25,14,6,3,2,2,0,0,0,0,0,1220,1220
Precinct,5121821114,1038,723,12,12,10,0,1,1,1,0,0,0,0,0,1798,1798
Precinct,5121821115,424,392,4,5,2,1,1,2,0,0,0,0,0,0,831,831
Precinct,5121821118,504,477,10,13,13,0,0,0,0,0,0,0,0,0,1017,1017
Precinct,5121821119,781,374,11,11,15,3,1,1,0,1,0,0,0,0,1198,1198
Precinct,5121821133,352,254,4,6,2,1,1,0,0,0,0,0,0,0,620,620
Precinct,5121821176,952,163,9,8,18,8,0,0,0,0,0,0,0,0,1158,1158
Precinct,5121821177,710,262,13,5,13,6,0,0,1,1,0,0,0,0,1011,1011
Precinct,5121821720,529,352,10,8,4,3,3,1,0,0,0,0,0,0,910,910
Precinct,5121821721,748,617,9,7,3,0,1,2,0,0,0,0,0,0,1387,1387
Precinct,5121821722,878,649,10,11,6,5,1,0,0,0,0,0,0,0,1560,1560
Precinct,5121821723,821,644,21,14,9,3,2,1,0,0,0,0,0,0,1515,1515
Precinct,5121821724,391,260,6,10,10,2,0,0,0,0,0,0,0,0,679,679
Precinct,5121821725,858,783,13,9,7,2,1,2,0,0,0,0,0,0,1675,1675
Precinct,5121821726,697,777,16,14,15,0,1,0,0,0,0,0,0,0,1520,1520
Precinct,5121821727,663,799,9,10,2,1,1,0,0,0,0,0,0,0,1485,1485
Precinct,5121821728,758,931,13,9,5,0,1,0,1,0,0,0,0,0,1718,1718
Precinct,5121821729,745,888,25,14,4,0,0,0,0,1,0,0,0,0,1677,1677
Precinct,5121821730,672,753,17,8,2,3,4,0,2,1,0,0,0,0,1462,1462
Precinct,5121821740,652,741,8,6,5,1,1,0,0,1,0,0,0,0,1415,1415
Precinct,5121821742,737,267,15,10,6,3,2,1,0,0,0,0,0,0,1041,1041
Precinct,5121821743,762,334,14,8,13,7,4,0,0,0,0,0,0,0,1142,1142
Precinct,5121821744,710,344,13,9,4,1,2,0,5,0,0,0,0,0,1088,1088
Precinct,5121821745,121,122,4,3,1,0,0,0,0,0,0,0,0,0,251,251
Precinct,5121821839,290,506,12,2,7,0,0,1,0,0,0,0,0,0,818,818
Precinct,5122021741,8,6,1,0,0,0,0,0,0,0,0,0,0,0,15,15
Precinct,5122121630,597,750,21,13,10,4,2,2,0,0,0,0,0,0,1399,1399
Precinct,5122121632,697,837,24,19,7,4,1,0,0,0,0,0,0,0,1589,1589
Precinct,5122121633,576,811,22,6,8,2,3,4,2,0,0,0,0,0,1434,1434
Precinct,5122121634,605,889,15,14,2,2,2,1,0,0,0,0,0,0,1530,1530
Precinct,5122121635,658,819,19,11,10,2,2,1,0,0,0,0,0,0,1522,1522
Precinct,5122121636,346,445,7,4,2,0,2,0,0,0,0,0,0,0,806,806
Precinct,5122121637,602,797,33,12,7,0,0,1,1,0,0,0,0,0,1453,1453
Precinct,5122121638,489,570,14,7,9,3,2,1,0,0,0,0,0,0,1095,1095
Precinct,5122121639,454,476,9,11,5,2,1,1,1,0,0,0,0,0,960,960
Precinct,5122121640,522,650,13,9,5,1,4,3,0,0,0,0,0,0,1207,1207
Precinct,5122121641,551,717,22,6,0,2,3,0,0,0,0,0,0,0,1301,1301
Precinct,5122121642,407,527,7,4,4,3,1,1,0,0,0,0,0,0,954,954
Precinct,5122121643,442,612,14,6,8,2,0,0,0,0,0,0,0,0,1084,1084
Precinct,5122121644,527,560,23,4,7,2,4,0,0,0,0,0,0,0,1127,1127
Precinct,5122121645,315,485,18,6,3,0,1,1,0,0,0,0,0,0,829,829
Precinct,5122121646,292,435,15,1,3,2,1,0,0,0,0,0,0,0,749,749
Precinct,5122121648,398,495,15,7,5,1,0,0,0,0,0,0,0,0,921,921
Precinct,5122121652,605,917,23,5,6,5,3,0,0,0,0,0,0,0,1564,1564
Precinct,5122121800,367,886,8,8,3,2,2,0,0,0,0,0,0,0,1276,1276
Precinct,5122121801,304,555,13,9,6,0,2,1,0,0,0,0,0,0,890,890
Precinct,5122121802,469,641,20,13,9,0,3,0,0,0,0,0,0,0,1155,1155
Precinct,5122121803,515,633,13,3,2,1,2,0,0,0,0,0,0,0,1169,1169
Precinct,5122121804,360,549,3,13,5,1,2,0,0,1,0,0,0,0,934,934
Precinct,5122121805,596,760,15,11,7,2,3,1,0,0,0,0,0,0,1395,1395
Precinct,5122121806,327,527,10,6,6,0,2,2,0,0,0,0,0,0,880,880
Precinct,5122121807,505,704,21,7,8,3,0,0,1,0,0,0,0,0,1249,1249
Precinct,5122121808,561,671,13,9,4,3,1,0,0,0,0,0,0,0,1262,1262
Precinct,5122121810,88,218,1,1,0,0,0,0,0,0,0,0,0,0,308,308
Precinct,5351521425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,5351521520,94,184,0,1,0,0,1,0,0,0,0,0,0,0,280,280
Precinct,5352021213,410,934,8,21,3,0,5,0,1,0,0,0,0,0,1382,1382
Precinct,5352021214,410,1225,19,19,2,0,3,0,0,0,0,0,0,0,1678,1678
Precinct,5352021218,262,692,12,11,3,1,0,0,0,0,0,0,0,0,981,981
Precinct,5352021219,591,1302,19,15,7,1,4,2,1,0,0,0,0,0,1942,1942
Precinct,5352021320,260,626,12,8,1,0,1,0,0,0,0,0,0,0,908,908
Precinct,5352021321,465,1184,15,16,3,0,3,0,0,0,0,0,0,0,1686,1686
Precinct,5352021322,386,1009,12,18,5,1,0,2,0,0,0,0,0,0,1433,1433
Precinct,5352021440,399,1225,14,18,4,4,9,0,0,0,0,0,0,0,1673,1673
Precinct,5352021441,341,889,13,5,4,0,4,0,0,0,0,0,0,0,1256,1256
Precinct,5352021442,563,1628,19,27,3,0,1,2,2,0,0,0,0,0,2245,2245
Precinct,5352021443,304,860,13,8,3,1,1,1,0,0,0,0,0,0,1191,1191
Precinct,5352021444,626,1521,20,13,4,1,5,0,0,0,0,0,0,0,2190,2190
Precinct,5352021446,1069,1952,26,26,4,3,5,1,2,0,0,0,0,0,3088,3088
Precinct,5352021447,410,835,15,6,1,3,2,1,0,0,0,0,0,0,1273,1273
Precinct,5352021448,392,899,21,16,5,3,1,0,0,0,0,0,0,0,1337,1337
Precinct,5352021449,551,1012,13,10,5,0,2,2,0,0,0,0,0,0,1595,1595
Precinct,5352021450,464,961,7,18,7,0,2,1,0,0,0,0,0,0,1460,1460
Precinct,5352021451,374,1014,9,12,3,0,2,1,1,0,0,0,0,0,1416,1416
Precinct,5352021525,31,170,0,0,1,0,0,0,0,0,0,0,0,0,202,202
Precinct,5352121809,8,25,0,0,1,0,0,0,0,0,0,0,0,0,34,34
Precinct,5352121829,38,101,3,0,0,0,0,0,0,0,0,0,0,0,142,142
Precinct,5355621452,370,1089,12,9,4,1,1,0,0,0,0,0,0,0,1486,1486
Precinct,5355621453,290,946,16,10,2,2,1,1,0,0,0,0,0,0,1268,1268
Precinct,5355621457,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,21
Precinct,5355621521,229,777,21,3,3,1,1,1,0,0,0,0,0,0,1036,1036
Precinct,5355621522,250,1065,8,10,2,2,0,0,0,0,0,0,0,0,1337,1337
Precinct,5355621523,214,1016,6,5,0,1,4,0,0,0,0,0,0,0,1246,1246
Precinct,5355621526,20,60,0,0,0,0,0,0,0,0,0,0,0,0,80,80
Precinct,5355621828,100,314,8,1,3,0,1,0,0,0,0,0,0,0,427,427
Precinct,7121821746,213,152,4,4,2,0,0,1,0,0,0,0,0,0,376,376
County,Elbert,4768,15209,223,116,40,17,26,18,2,2,0,1,0,0,20422,20422
Precinct,4355620001,292,666,8,7,2,2,0,1,0,0,0,0,0,0,978,978
Precinct,4355620002,307,802,16,10,1,1,1,0,0,0,0,0,0,0,1138,1138
Precinct,4355620003,344,847,20,9,6,0,5,1,0,0,0,0,0,0,1232,1232
Precinct,4355620004,441,1270,26,11,6,1,1,2,2,0,0,0,0,0,1760,1760
Precinct,4355620005,309,870,16,6,1,0,1,0,0,0,0,0,0,0,1203,1203
Precinct,4355620006,311,849,13,5,1,1,1,0,0,1,0,0,0,0,1182,1182
Precinct,4355620007,223,688,11,4,5,0,2,4,0,0,0,0,0,0,937,937
Precinct,4355620008,366,1174,13,6,0,1,0,2,0,0,0,0,0,0,1562,1562
Precinct,4355620009,272,756,8,10,2,1,2,3,0,0,0,0,0,0,1054,1054
Precinct,4355620010,171,671,15,5,1,0,2,1,0,0,0,0,0,0,866,866
Precinct,4355620011,245,1015,12,3,5,2,1,0,0,0,0,0,0,0,1283,1283
Precinct,4355620012,140,811,10,6,0,0,1,0,0,0,0,0,0,0,968,968
Precinct,4355620013,237,797,3,5,2,0,1,1,0,0,0,0,0,0,1046,1046
Precinct,4355620014,270,674,14,6,1,3,1,1,0,1,0,0,0,0,971,971
Precinct,4355620015,275,938,10,5,0,2,0,1,0,0,0,1,0,0,1232,1232
Precinct,4355620016,243,764,11,8,0,2,1,1,0,0,0,0,0,0,1030,1030
Precinct,4355620017,159,785,5,3,1,0,5,0,0,0,0,0,0,0,958,958
Precinct,4355620018,163,832,12,7,6,1,1,0,0,0,0,0,0,0,1022,1022
County,Fremont,7526,17313,329,141,71,23,45,19,3,0,0,0,0,0,25470,25470
Precinct,7046022001,224,678,15,10,0,0,0,0,0,0,0,0,0,0,927,927
Precinct,7046022002,249,796,9,4,2,0,1,1,0,0,0,0,0,0,1062,1062
Precinct,7046022003,270,957,11,8,3,0,2,1,2,0,0,0,0,0,1254,1254
Precinct,7046022004,436,973,14,9,4,2,4,0,0,0,0,0,0,0,1442,1442
Precinct,7046022005,222,472,8,3,2,0,0,0,0,0,0,0,0,0,707,707
Precinct,7046022006,357,1029,23,8,2,2,5,2,0,0,0,0,0,0,1428,1428
Precinct,7046022007,476,1110,25,6,3,0,5,0,0,0,0,0,0,0,1625,1625
Precinct,7046022008,430,1031,37,14,7,2,1,2,0,0,0,0,0,0,1524,1524
Precinct,7046022009,273,796,22,1,4,0,3,1,0,0,0,0,0,0,1100,1100
Precinct,7046022010,540,1087,18,10,1,1,7,1,0,0,0,0,0,0,1665,1665
Precinct,7046022011,454,786,12,12,6,2,1,0,0,0,0,0,0,0,1273,1273
Precinct,7046022012,529,995,19,4,6,2,2,3,0,0,0,0,0,0,1560,1560
Precinct,7046022013,291,456,11,3,3,0,0,0,0,0,0,0,0,0,764,764
Precinct,7046022014,311,686,20,7,1,2,3,0,1,0,0,0,0,0,1031,1031
Precinct,7046022015,394,929,11,14,5,2,3,2,0,0,0,0,0,0,1360,1360
Precinct,7046022016,440,1011,19,5,3,1,4,4,0,0,0,0,0,0,1487,1487
Precinct,7046022017,325,855,18,4,4,1,0,1,0,0,0,0,0,0,1208,1208
Precinct,7046022018,362,976,13,4,1,0,1,0,0,0,0,0,0,0,1357,1357
Precinct,7046022019,502,1084,15,11,9,1,3,1,0,0,0,0,0,0,1626,1626
Precinct,7046022020,441,606,9,4,5,5,0,0,0,0,0,0,0,0,1070,1070
County,Garfield,15128,14493,385,155,134,23,31,23,3,1,0,0,0,0,30376,30376
Precinct,3055723001,1120,287,15,3,8,4,1,3,0,0,0,0,0,0,1441,1441
Precinct,3055723002,1341,307,15,12,5,2,1,1,0,0,0,0,0,0,1684,1684
Precinct,3055723003,1171,459,14,7,8,1,2,0,0,0,0,0,0,0,1662,1662
Precinct,3055723004,1018,479,12,9,12,1,0,1,0,0,0,0,0,0,1532,1532
Precinct,3055723005,934,650,20,14,5,1,1,1,0,0,0,0,0,0,1626,1626
Precinct,3055723006,594,359,16,0,10,0,2,2,0,0,0,0,0,0,983,983
Precinct,3055723007,575,249,5,3,8,1,2,1,0,0,0,0,0,0,844,844
Precinct,3055723008,480,224,21,3,7,1,0,0,0,0,0,0,0,0,736,736
