,,Democratic,Republican,Libertarian,Green,Unaffiliated,American Constitution,Unity Party of Colorado,American Solidarity,Unaffiliated,Socialism/Liberation,Independent American,Alliance,Unaffiliated,Unaffiliated,Prohibition,Unaffiliated,Progressive,Approval Voting,Socialist Workers,Socialist Equality,Unaffiliated,Unaffiliated/No Party Affiliation,Independent,No Party Affiliation,Total Votes Cast,Total Ballots Cast
Precinct,5101421244,638,973,50,3,7,3,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1681,1681
Precinct,5101421245,569,912,30,1,2,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,1523
Precinct,5101521159,114,204,3,1,3,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,330,330
Precinct,5101521401,592,892,41,7,4,4,2,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1548,1548
Precinct,5101521402,734,946,54,3,5,5,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1753,1753
Precinct,5101521403,543,962,33,1,3,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1548,1548
Precinct,5101521404,537,726,47,7,6,1,1,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1333,1333
Precinct,5101521405,472,752,30,1,3,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1266,1266
Precinct,5101521406,567,805,46,2,2,6,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1435,1435
Precinct,5101521407,630,870,39,1,1,3,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1551,1551
Precinct,5101521408,707,999,47,2,3,2,3,0,3,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1773,1773
Precinct,5101521417,596,678,51,2,4,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1339,1339
Precinct,5101521423,531,739,39,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1315,1315
Precinct,5101621099,422,385,22,2,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,838
Precinct,5101621120,423,567,19,1,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1015,1015
Precinct,5101621121,783,948,38,7,9,4,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1799,1799
Precinct,5101621122,757,787,23,9,7,7,4,1,1,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1602,1602
Precinct,5101621123,492,481,33,1,2,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1017,1017
Precinct,5101621124,360,313,15,6,6,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,706,706
Precinct,5101621125,733,833,44,8,6,2,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1631,1631
Precinct,5101621126,859,806,36,7,6,3,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1723,1723
Precinct,5101621127,791,876,29,5,8,0,0,7,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1722,1722
Precinct,5101621128,742,859,34,5,3,4,3,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1658,1658
Precinct,5101621129,890,682,53,6,4,3,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1644,1644
Precinct,5101621130,688,634,43,3,5,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,1385
Precinct,5101621131,708,731,28,5,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,1481
Precinct,5101621132,651,705,24,4,8,1,0,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1403,1403
Precinct,5101621136,500,625,36,4,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,1171
Precinct,5101621138,385,436,20,3,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,852,852
Precinct,5101621140,542,779,40,8,1,1,1,4,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1381,1381
Precinct,5101621147,614,726,35,10,5,1,1,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1400,1400
Precinct,5101621148,774,880,52,4,9,2,2,2,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1732,1732
Precinct,5101621149,651,940,37,2,5,1,3,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1645,1645
Precinct,5101621150,479,885,27,4,3,6,0,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1413,1413
Precinct,5101621151,730,984,40,2,7,1,5,1,3,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1778,1778
Precinct,5101621152,663,834,42,8,5,2,3,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1564,1564
Precinct,5101621153,629,952,47,7,4,2,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1648,1648
Precinct,5101621154,783,779,52,5,5,6,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1636,1636
Precinct,5101621157,566,722,34,3,7,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1338,1338
Precinct,5101621160,738,761,34,6,8,7,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1557,1557
Precinct,5101621165,596,1041,25,5,5,0,0,4,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1685,1685
Precinct,5101621166,659,720,57,10,7,4,5,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1469,1469
Precinct,5101621175,409,491,32,3,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,943
Precinct,5101621198,410,399,23,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,842,842
Precinct,5101821171,793,464,15,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,1280
Precinct,5101821174,418,345,23,2,3,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,798,798
Precinct,5101821181,76,99,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,182
Precinct,5101821197,483,415,24,7,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,937,937
Precinct,5111721137,361,269,15,6,3,0,1,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,661,661
Precinct,5111721182,698,480,34,9,7,4,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1240,1240
Precinct,5111721183,442,337,31,4,8,4,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,831,831
Precinct,5111721184,437,343,21,4,2,2,1,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,817,817
Precinct,5111721187,625,569,31,5,7,1,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1245,1245
Precinct,5111721190,374,336,27,10,5,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,760,760
Precinct,5111721193,432,453,14,2,3,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,914,914
Precinct,5111721194,495,294,14,4,4,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,818,818
Precinct,5111721199,425,287,12,2,6,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,740,740
Precinct,5111721610,877,624,52,9,9,2,2,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1587,1587
Precinct,5111721611,745,570,40,14,3,9,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1387,1387
Precinct,5111721612,761,453,43,5,7,4,1,0,3,0,0,0,1,0,2,2,1,1,2,0,0,0,0,0,1286,1286
Precinct,5111721613,669,691,41,2,8,4,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1421,1421
Precinct,5111721614,861,371,39,7,8,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1290,1290
Precinct,5111721615,399,373,24,3,3,2,0,0,1,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,811,811
Precinct,5111721616,730,403,20,5,4,4,1,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1173,1173
Precinct,5111721619,470,339,29,3,2,2,1,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,854,854
Precinct,5111721620,384,318,20,1,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,731,731
Precinct,5111721621,836,569,60,9,11,10,4,0,4,1,3,1,0,1,0,2,0,0,0,0,1,0,0,0,1512,1512
Precinct,5111721622,835,520,43,6,2,5,0,0,4,2,3,1,1,0,1,3,0,0,1,0,0,0,0,0,1427,1427
Precinct,5111721623,927,644,51,12,5,7,1,0,4,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1658,1658
Precinct,5111721624,794,503,36,9,8,4,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1361,1361
Precinct,5111721625,805,575,54,1,10,2,1,0,3,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,1457,1457
Precinct,5111721626,400,228,34,7,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,677,677
Precinct,5111721627,510,425,42,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,985,985
Precinct,5111721901,258,285,20,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,573,573
Precinct,5111821110,826,440,22,7,5,1,0,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1311,1311
Precinct,5111821111,654,384,31,9,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1086,1086
Precinct,5111821112,882,501,45,5,7,1,3,0,2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1454,1454
Precinct,5111821113,811,501,31,11,7,0,1,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1371,1371
Precinct,5111821114,991,705,36,6,1,2,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1747,1747
Precinct,5111821118,801,700,43,7,6,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1563,1563
Precinct,5111821119,882,446,27,5,1,1,0,2,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1373,1373
Precinct,5111821133,488,379,15,4,3,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,896,896
Precinct,5111821168,933,363,19,1,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,1325
Precinct,5111821169,706,427,34,12,6,2,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1193,1193
Precinct,5111821170,805,534,35,2,4,1,0,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1390,1390
Precinct,5111821172,930,363,26,4,3,2,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1337,1337
Precinct,5111821173,892,494,36,4,3,2,2,1,0,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,1441,1441
Precinct,5111821176,964,190,20,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1185,1185
Precinct,5111821177,794,344,27,6,5,0,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1185,1185
Precinct,5111821178,825,439,37,7,9,3,3,4,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1334,1334
Precinct,5111821179,982,401,27,7,2,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1426,1426
Precinct,5111821180,727,623,30,4,8,3,2,0,1,1,1,0,2,0,0,2,1,0,0,0,0,0,0,0,1405,1405
Precinct,5111821185,818,369,28,8,5,1,4,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1240,1240
Precinct,5111821186,761,551,35,6,12,1,3,0,1,2,1,1,1,0,2,0,0,0,0,1,1,0,0,0,1379,1379
Precinct,5111821188,832,561,41,8,6,2,2,1,5,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,1466,1466
Precinct,5111821189,767,411,32,9,6,3,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1235,1235
Precinct,5111821742,771,288,27,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,1098
Precinct,5111821743,784,374,38,9,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1214,1214
Precinct,5111821744,667,446,19,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1140
Precinct,5112021601,572,407,18,4,5,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,1013
Precinct,5112021605,606,441,36,4,8,2,0,0,1,0,0,2,0,0,0,2,1,0,4,0,0,0,0,0,1107,1107
Precinct,5121521139,489,514,28,3,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1042,1042
Precinct,5121521158,553,899,22,2,2,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1486,1486
Precinct,5121521161,583,952,36,3,4,1,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1586,1586
Precinct,5121521162,438,776,37,6,4,3,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1270,1270
Precinct,5121521167,557,687,36,4,6,1,3,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1301,1301
Precinct,5121521191,672,870,36,1,1,0,2,3,1,0,0,1,2,1,0,1,0,0,2,0,0,0,0,0,1593,1593
Precinct,5121521192,667,803,38,8,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1525,1525
Precinct,5121521195,551,625,37,6,4,5,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1233,1233
Precinct,5121521196,142,148,5,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,307
Precinct,5121521409,562,824,27,1,5,3,2,4,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1434,1434
Precinct,5121521410,667,832,39,4,7,2,3,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1563,1563
Precinct,5121521411,756,923,44,2,5,6,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1744,1744
Precinct,5121521412,491,662,30,3,1,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1196,1196
Precinct,5121521413,613,716,45,4,3,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1386,1386
Precinct,5121521414,494,649,41,5,5,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,1203
Precinct,5121521415,548,627,47,4,4,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1235,1235
Precinct,5121521416,619,743,35,4,4,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1414,1414
Precinct,5121521418,442,693,31,6,3,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1184,1184
Precinct,5121521419,569,635,46,3,2,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1262,1262
Precinct,5121521420,789,1453,46,2,7,4,2,0,4,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,2312,2312
Precinct,5121521421,454,541,44,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,1048
Precinct,5121521422,432,509,30,4,9,3,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,996,996
Precinct,5121521424,810,1136,58,6,6,5,1,8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2034,2034
Precinct,5121521650,590,811,66,4,5,2,4,1,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1490,1490
Precinct,5121621155,515,603,30,4,3,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1162,1162
Precinct,5121621156,349,540,20,3,2,1,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,921,921
Precinct,5121721631,206,234,15,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,460,460
Precinct,5121821115,413,404,5,1,3,3,1,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,836,836
Precinct,5121821720,586,406,25,6,3,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,1032
Precinct,5121821721,736,735,21,9,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1507,1507
Precinct,5121821722,845,725,22,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600,1600
Precinct,5121821723,847,725,27,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1606,1606
Precinct,5121821724,425,281,27,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,740
Precinct,5121921451,358,952,25,1,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,1350
Precinct,5121921453,269,1034,17,5,5,4,2,1,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,1343,1343
Precinct,5121921520,34,97,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137
Precinct,5121921651,969,1300,82,5,4,2,3,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2371,2371
Precinct,5122021602,566,575,20,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1169,1169
Precinct,5122021603,584,453,33,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,1086
Precinct,5122021604,583,460,34,3,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1086,1086
Precinct,5122021606,691,588,27,5,1,5,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1323,1323
Precinct,5122021725,848,877,33,5,7,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1775,1775
Precinct,5122021726,646,918,27,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1598,1598
Precinct,5122021727,646,873,21,2,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,1551
Precinct,5122021728,692,976,29,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1705,1705
Precinct,5122021729,736,973,31,4,3,3,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1755,1755
Precinct,5122021730,688,806,25,2,3,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1534,1534
Precinct,5122121630,638,750,54,7,5,6,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1469,1469
Precinct,5122121633,560,806,53,17,8,3,1,2,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1459,1459
Precinct,5122121634,632,857,46,1,6,5,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1555,1555
Precinct,5122121635,690,909,54,7,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,1669
Precinct,5122121636,387,437,33,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,868,868
Precinct,5122121637,610,812,57,5,4,3,0,2,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1501,1501
Precinct,5122121638,475,636,35,7,8,2,0,0,1,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,1170,1170
Precinct,5122121640,522,680,41,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1253,1253
Precinct,5122121641,548,759,31,3,4,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1352,1352
Precinct,5122121642,429,532,28,5,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1006,1006
Precinct,5122121643,489,652,53,2,7,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,1209
Precinct,5122121644,538,593,29,5,6,5,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1182,1182
Precinct,5122121646,324,457,19,2,2,1,0,0,3,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,813,813
Precinct,5122121648,368,405,39,3,3,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,823,823
Precinct,5122121800,465,710,92,4,7,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1284,1284
County,Elbert,4490,14027,306,31,33,30,15,6,11,4,4,1,4,4,3,2,6,4,1,0,1,0,0,0,18983,18983
Precinct,4016420001,274,720,19,2,3,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,1025,1025
Precinct,4016420002,446,1060,26,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,1548
Precinct,4016420003,361,946,21,1,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1338,1338
Precinct,4016420004,324,1079,24,3,2,2,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1440,1440
Precinct,4016420005,251,780,13,1,0,2,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1053,1053
Precinct,4016420006,374,1156,20,4,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1562,1562
Precinct,4016420007,472,1095,25,2,4,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1605,1605
Precinct,4016420008,200,528,13,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,746
Precinct,4016420009,343,1165,22,1,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1538,1538
Precinct,4016420010,352,891,31,1,5,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1287,1287
Precinct,4016420011,208,877,21,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,1112
Precinct,4016420012,304,996,24,2,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1336,1336
Precinct,4016420013,154,831,17,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1007,1007
Precinct,4016420014,288,1125,21,4,5,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1450,1450
Precinct,4016420015,139,778,9,0,3,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,936,936
County,Fremont,7369,17517,397,59,54,60,22,11,24,5,5,1,5,6,11,4,3,1,3,0,0,0,0,0,25557,25557
Precinct,5024722001,231,682,13,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,935
Precinct,5024722002,236,781,12,0,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1036,1036
Precinct,5024722003,227,819,22,3,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1076,1076
Precinct,5024722025,37,122,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166
Precinct,5024722026,146,358,7,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,515,515
Precinct,5024722028,65,138,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205
Precinct,5026022004,261,619,15,1,3,1,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,908,908
Precinct,5026022005,230,407,22,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,665,665
Precinct,5026022006,199,461,5,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,671,671
Precinct,5026022007,373,1047,23,2,8,2,0,0,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1462,1462
Precinct,5026022008,190,505,14,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,715
Precinct,5026022009,231,566,17,2,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,823
Precinct,5026022010,303,811,15,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1134,1134
Precinct,5026022011,439,1068,13,0,2,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1536,1536
Precinct,5026022012,473,834,30,6,5,4,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1358,1358
Precinct,5026022013,305,612,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,933
Precinct,5026022014,228,496,11,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,747
Precinct,5026022015,176,407,11,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,598
Precinct,5026022016,222,552,11,3,2,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,796,796
Precinct,5026022017,270,497,8,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,790
Precinct,5026022018,332,723,16,4,5,4,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1090,1090
Precinct,5026022019,442,1051,28,5,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1533,1533
Precinct,5026022020,318,854,17,3,1,1,0,0,3,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1202,1202
Precinct,5026022021,166,405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,575,575
Precinct,5026022022,434,1053,23,4,5,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1525,1525
Precinct,5026022023,140,280,5,1,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,434,434
Precinct,5026022024,299,341,5,5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,656,656
Precinct,5026022027,54,166,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234
Precinct,5026022029,132,382,5,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,525,525
Precinct,5026022030,210,480,22,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,714,714
County,Garfield,15427,14717,424,99,75,60,26,11,21,3,8,1,4,7,5,2,4,5,3,2,0,0,0,0,30904,30904
Precinct,3085723001,1211,265,12,8,3,3,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1509,1509
Precinct,3085723002,1236,328,21,4,2,0,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1598,1598
Precinct,3085723003,1152,386,14,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1560,1560
Precinct,3085723004,1008,514,12,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,1541
Precinct,3085723005,872,585,24,3,3,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1495,1495
Precinct,3085723006,584,309,12,6,4,2,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,922,922
