,,Democratic,Republican,Libertarian,Green,Unaffiliated,American Constitution,Unity Party of Colorado,American Solidarity,Unaffiliated,Socialism/Liberation,Independent American,Alliance,Unaffiliated,Unaffiliated,Prohibition,Unaffiliated,Progressive,Approval Voting,Socialist Workers,Socialist Equality,Unaffiliated,Unaffiliated/No Party Affiliation,Independent,No Party Affiliation,Total Votes Cast,Total Ballots Cast
Precinct,7243401103,349,174,16,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,547,547
Precinct,7243401104,599,397,16,2,2,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,1025
Precinct,7243501031,787,494,23,4,3,3,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1320,1320
Precinct,7243501032,618,367,16,5,4,4,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1019,1019
Precinct,7243501033,957,514,33,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511,1511
Precinct,7243501034,674,416,22,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1119,1119
Precinct,7243501043,611,349,11,2,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,979,979
Precinct,7243501044,585,345,12,2,2,2,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,953,953
Precinct,7243501045,404,268,10,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,691,691
Precinct,7243501046,392,329,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,729
Precinct,7243501047,648,399,18,1,1,0,2,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1075,1075
Precinct,7243501048,484,353,10,0,1,1,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,855,855
Precinct,7243501049,621,449,17,2,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1098,1098
Precinct,7243501050,526,354,16,6,2,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,910,910
Precinct,7243501054,481,331,10,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,829
Precinct,7243501055,448,355,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,817
Precinct,7243501056,776,485,26,5,2,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1305,1305
Precinct,7243501057,573,355,12,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,949,949
Precinct,7243501058,822,273,27,5,1,1,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1137,1137
Precinct,7243501059,668,364,16,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,1057
Precinct,7243501060,559,500,14,4,2,0,2,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1087,1087
Precinct,7243501061,728,432,15,4,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,1188
Precinct,7243501062,623,501,16,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,1148
Precinct,7243501063,670,456,21,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1153,1153
Precinct,7243501064,865,467,33,3,3,2,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1379,1379
Precinct,7243501065,636,358,18,4,6,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1032,1032
Precinct,7243501066,223,155,4,3,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,390,390
Precinct,7243501067,316,247,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,569
Precinct,7243501068,745,437,33,3,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1229,1229
Precinct,7243501069,658,559,17,1,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1244,1244
Precinct,7243501070,437,472,12,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,927,927
Precinct,7253001131,386,238,14,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,645
Precinct,7253001132,907,428,32,8,4,3,0,2,2,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1394,1394
Precinct,7253001138,413,349,27,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,796,796
Precinct,7253001139,188,148,6,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,348,348
Precinct,7253001142,464,526,14,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1010,1010
Precinct,7253001143,531,403,18,2,0,2,1,0,1,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,964,964
Precinct,7253001144,666,569,34,1,1,4,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1282,1282
Precinct,7253001148,492,361,15,3,2,3,3,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,883,883
Precinct,7253101106,966,530,31,7,5,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1545,1545
Precinct,7253101107,760,496,23,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,1293
Precinct,7253101108,802,475,21,8,4,4,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1320,1320
Precinct,7253101109,684,407,17,7,2,1,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1124,1124
Precinct,7253101110,512,285,13,1,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,819,819
Precinct,7253101111,642,388,13,10,4,2,1,0,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1068,1068
Precinct,7253101112,649,270,18,6,6,4,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,959,959
Precinct,7253101113,659,377,16,3,5,4,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1070,1070
Precinct,7253101114,597,311,12,7,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,938
Precinct,7253101115,606,353,13,3,3,0,2,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,987,987
Precinct,7253101116,367,231,11,3,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,619,619
Precinct,7253101133,738,518,13,8,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1285,1285
Precinct,7253101250,450,175,13,11,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,655,655
Precinct,7253401028,534,264,12,4,4,1,1,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,826,826
Precinct,7253401029,805,325,22,9,7,1,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1176,1176
County,Alamosa,3759,3813,90,23,48,22,6,7,11,3,3,5,4,3,2,0,1,1,5,2,0,0,0,0,7808,7808
Precinct,3356202001,442,197,9,4,6,2,2,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,669,669
Precinct,3356202002,380,225,13,2,4,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,633,633
Precinct,3356202003,708,645,16,5,6,4,0,0,2,0,1,2,1,0,1,0,0,1,4,0,0,0,0,0,1396,1396
Precinct,3356202004,648,854,17,3,17,6,3,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1559,1559
Precinct,3356202005,195,458,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,663
Precinct,3356202006,450,302,8,1,3,3,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,773,773
Precinct,3356202007,746,635,21,3,8,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1419
Precinct,3356202008,190,497,2,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,696,696
County,Arapahoe,213607,127323,5423,926,908,503,328,297,189,118,94,67,58,45,63,65,45,41,41,25,17,0,0,0,350183,350183
Precinct,1260303101,688,374,22,2,10,3,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1108,1108
Precinct,1260303102,604,372,20,1,2,3,3,3,1,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1015,1015
Precinct,1260303103,365,196,15,3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,589,589
Precinct,1260303104,422,126,3,0,3,1,0,3,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,564,564
Precinct,1260303105,1076,337,25,4,11,2,0,1,1,3,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1466,1466
Precinct,1260303106,415,106,13,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,540,540
Precinct,1260303107,618,211,12,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,849
Precinct,1260303108,471,165,12,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,652,652
Precinct,1260303109,473,142,9,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,628
Precinct,1260303110,347,134,9,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,497
Precinct,1260303111,817,277,18,3,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1122,1122
Precinct,1260303112,596,218,13,0,7,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,841,841
Precinct,1260303113,397,236,4,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,642,642
Precinct,1260303114,629,164,21,5,0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,828,828
Precinct,1260303115,674,292,10,4,3,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,990,990
Precinct,1260303116,689,396,14,10,3,0,0,1,3,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1123,1123
Precinct,1260303117,788,291,22,3,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1110,1110
Precinct,1260303118,584,182,15,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,789
Precinct,1260303119,485,264,18,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,776
Precinct,1260303120,466,182,14,4,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,674,674
Precinct,1260303121,343,172,10,0,0,2,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,533,533
Precinct,1260303122,399,262,10,2,3,1,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,684,684
Precinct,1260303123,537,323,15,4,2,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,890,890
Precinct,1260303124,625,316,20,1,2,4,0,2,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,977,977
Precinct,1260303125,382,125,15,6,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,535,535
Precinct,1260303129,335,250,9,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,600,600
Precinct,1260303130,559,309,26,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,901,901
Precinct,1260303131,483,471,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,966
Precinct,1260303132,470,502,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,984
Precinct,1260303133,415,478,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,908,908
Precinct,1260303134,340,171,8,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,524
Precinct,1260303135,204,152,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,367
Precinct,1260303136,550,283,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,845,845
Precinct,1260303140,244,186,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,442,442
Precinct,1263803141,249,203,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461
Precinct,1310903137,614,226,17,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,865,865
Precinct,1310903138,278,105,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,391
Precinct,1310903139,487,166,8,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,668,668
Precinct,1310903475,14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
Precinct,1310903501,961,235,27,8,4,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1241,1241
Precinct,1310903502,872,187,19,6,4,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1096,1096
Precinct,4283603350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,4293603358,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Precinct,4293603361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,4295603357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precinct,4295603362,284,746,18,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1056,1056
Precinct,4295603363,224,894,18,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1148,1148
Precinct,4295603364,271,1004,23,3,1,4,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1312,1312
Precinct,4295603365,144,581,11,0,1,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,744,744
Precinct,4295603366,245,650,9,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,909
Precinct,6260303126,389,192,11,3,0,2,0,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,604,604
Precinct,6260303127,70,35,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109
Precinct,6260303128,258,143,5,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,412,412
Precinct,6260303143,425,251,21,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,702
Precinct,6260303153,822,429,35,4,3,1,3,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1303,1303
Precinct,6260303161,421,260,10,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,696
Precinct,6260303162,468,242,15,3,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,735,735
Precinct,6260303201,179,168,2,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,355,355
Precinct,6260303202,178,166,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,349
Precinct,6260303203,324,362,13,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,705
Precinct,6260303204,664,793,16,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478,1478
Precinct,6260303229,578,471,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1071,1071
Precinct,6260303231,715,375,12,3,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,1117
Precinct,6260303232,901,519,22,0,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,1453
Precinct,6260303234,757,456,17,3,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1239,1239
Precinct,6260303249,519,258,7,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,789
Precinct,6260303253,825,639,16,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,1485
Precinct,6260303254,250,150,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,407,407
Precinct,6263803142,488,358,10,1,1,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,866,866
Precinct,6263803144,385,313,23,0,6,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,735,735
Precinct,6263803145,349,255,14,3,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,630,630
Precinct,6263803146,410,362,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,787
Precinct,6263803147,401,411,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,821,821
Precinct,6263803148,273,280,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,562,562
Precinct,6263803149,480,672,6,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1164,1164
Precinct,6263803150,620,506,38,3,3,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1179,1179
Precinct,6263803151,544,286,25,1,5,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,868,868
Precinct,6263803152,505,285,5,1,1,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,805,805
Precinct,6263803154,647,357,21,1,4,3,0,3,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1041,1041
Precinct,6263803155,614,492,18,3,1,2,1,3,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1140,1140
Precinct,6263803156,240,189,5,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,444,444
Precinct,6263803157,426,244,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,681,681
Precinct,6263803158,491,321,14,2,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,836
Precinct,6263803159,380,268,4,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,659,659
Precinct,6263803160,465,317,18,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,806,806
Precinct,6263803163,438,261,6,2,1,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,717,717
Precinct,6263803165,528,378,18,1,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,935,935
Precinct,6263803166,259,156,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,421
Precinct,6263803167,464,344,18,3,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,841
Precinct,6263803168,544,325,13,1,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,890,890
Precinct,6263803169,551,413,17,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,988,988
Precinct,6263803170,657,493,22,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,1182
Precinct,6263803171,796,552,19,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,1372
Precinct,6263803172,407,339,11,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,761,761
Precinct,6263803173,665,383,14,4,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074,1074
Precinct,6263803174,393,254,10,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,663,663
Precinct,6263803175,534,343,19,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,901
Precinct,6263803176,756,509,19,0,0,1,1,4,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1296,1296
Precinct,6264003255,714,342,15,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1079,1079
Precinct,6264003258,263,122,8,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,400,400
Precinct,6264003323,11,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41
Precinct,6264003453,287,217,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,508
Precinct,6264003455,499,260,12,0,2,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,778,778
Precinct,6264103401,841,247,12,5,1,1,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1114,1114
Precinct,6264103403,564,128,18,6,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,724,724
Precinct,6264103404,558,123,10,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,700,700
Precinct,6264103405,586,164,9,5,0,0,1,2,0,0,0,1,0,2,0,1,1,0,2,0,0,0,0,0,774,774
Precinct,6264103406,311,96,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,417
Precinct,6264103407,847,350,15,1,4,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,1223
Precinct,6264103408,554,164,9,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,734,734
Precinct,6264103409,1045,246,25,5,7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,1334
Precinct,6264103410,830,271,10,0,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1120,1120
Precinct,6264103411,986,242,17,1,5,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1258,1258
Precinct,6264103412,1004,238,19,6,4,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1276,1276
Precinct,6264103413,755,195,11,2,5,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,975,975
Precinct,6264103414,515,241,10,6,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,779,779
Precinct,6264103416,901,417,18,3,5,4,2,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1356,1356
Precinct,6264103417,668,247,14,2,1,2,2,1,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,943,943
Precinct,6264103418,547,251,9,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,816,816
Precinct,6264103419,629,310,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,954,954
Precinct,6264103423,933,326,15,2,7,3,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1294,1294
Precinct,6264103425,886,325,14,3,3,2,0,0,2,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1242,1242
Precinct,6264103426,435,211,9,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,659,659
Precinct,6264103442,399,278,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,682
Precinct,6264103443,298,212,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,517
Precinct,6270303245,317,138,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,464
Precinct,6270303246,687,301,15,1,5,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1014,1014
Precinct,6270303247,971,399,26,6,3,2,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1413,1413
Precinct,6270303248,373,192,10,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,581
Precinct,6270303250,627,325,5,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,962
Precinct,6270303251,894,478,28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,1404
Precinct,6270303252,830,470,13,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1318,1318
Precinct,6273603335,793,607,18,4,4,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1435,1435
Precinct,6273603336,747,565,30,5,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1353,1353
Precinct,6273603337,658,509,35,5,4,3,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1219,1219
Precinct,6273603368,362,174,18,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,560
Precinct,6273703218,545,292,16,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,860,860
Precinct,6273703220,547,257,17,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,825,825
Precinct,6273703221,435,306,5,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,752,752
Precinct,6273703222,499,341,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,849,849
Precinct,6273703223,543,330,18,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,901
Precinct,6273703224,468,303,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,782
Precinct,6273703225,565,306,19,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,898,898
Precinct,6273703226,439,216,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,667
Precinct,6273703227,394,244,11,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,654
Precinct,6273703228,453,302,9,0,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,772,772
Precinct,6273703233,496,203,10,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,716
Precinct,6273703235,389,239,17,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,655,655
Precinct,6273703236,365,235,18,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,623
Precinct,6273703237,634,447,15,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,1102
Precinct,6273703238,464,300,11,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,781,781
Precinct,6273703239,531,270,11,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,816
Precinct,6273703240,942,527,18,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,1497
Precinct,6273703241,636,325,8,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,981
Precinct,6273703242,439,224,15,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,685
